lr,t,c_l,c_r,c_s,cc,cs,n_l,n_r,n_s,nn,s_l,s_r,s_s,sc,ss,sum
BGN_TLR4,PRAD,39.12,0.18,33.19,0.61,15.35,46.46,2.41,111.92,9.59,182.46,4.58,835.18,2.85,71.6,1166.46
BGN_TLR4,SKCM,46.79,0.59,181.56,0.69,11.91,35.95,4.26,153.19,3.86,310.05,10.09,3129.62,4.58,78.95,3964.05
BGN_TLR4,STAD,32.51,0.45,251.53,0.32,5.09,21.05,1.86,39.16,0.85,563.29,7.2,4056.59,5.47,88.26,4595.96
BGN_TLR4,THCA,23.18,0.41,115.54,0.65,6.26,64.1,2.09,134.04,9.15,281.73,3.96,1114.27,7.89,76.06,1465.03
BGN_TLR4,UCEC,27.51,0.38,100.97,0.68,6.8,108.86,2.9,315.81,20.49,264.76,3.81,1009.42,6.55,65.48,1541.57
C1QB_LRP1,BLCA,3.03,10.41,18493.22,0.02,0.15,60.46,57.67,3486.91,1.82,1777.2,95.04,168897.36,9.67,88.34,191196.98
C1QB_LRP1,BRCA,19.35,9.88,5003.07,0.22,3.08,93.12,94.04,8756.44,10.2,506.23,136.78,69241.22,5.83,80.66,85838.5
C1QB_LRP1,CESC,8.41,20.37,23043.53,0.15,0.55,49.74,109.16,5429.97,4.91,1131.43,71.86,81301.06,20.84,73.54,110550.35
C1QB_LRP1,CRC,7.67,24.43,21050.26,0.2,0.6,180.16,46.75,8422.19,8.97,861.63,73.86,63643.51,22.42,67.8,93869.75
C1QB_LRP1,ESCA,5.77,28.94,20973.86,0.26,0.52,9.76,39.49,385.48,0.6,724.69,58.5,42393.55,32.64,65.98,64256.99
C1QB_LRP1,GBM,101.33,91.23,354838.18,1.21,1.31,68.78,57.23,3936.19,0.52,3889.39,98.5,383098.56,46.62,50.33,761098.53
C1QB_LRP1,HNSC,7.83,24.71,14723.73,0.44,0.84,37.81,19.82,749.2,1.7,595.76,46.91,27945.88,33.48,63.54,43979.57
C1QB_LRP1,KIRC,17.94,11.53,23268.08,0.1,0.78,28.73,13.15,377.95,0.18,2018.52,91.64,184982.34,11.05,87.89,210479.55
C1QB_LRP1,KIRP,9.37,11.98,24552.93,0.07,0.38,22.41,13.7,307.06,0.19,2049.98,66.22,135757.66,15.22,84.14,161350.43
C1QB_LRP1,LGG,45.32,88.26,60550.2,2.71,3.32,68.78,57.23,3936.19,2.67,686.06,107.96,74069.78,41.06,50.23,147449.76
C1QB_LRP1,LIHC,12.09,61.8,68743.99,0.48,0.54,135.1,60.16,8127.39,5.18,1112.36,70.59,78516.49,43.79,50.01,156987.95
C1QB_LRP1,LUAD,21.91,13.39,12269.42,0.22,1.31,644.02,71.22,45866.25,34.4,916.65,79.82,73170.05,9.2,54.87,133347.61
C1QB_LRP1,LUSC,17.64,19.11,17065.35,0.25,0.96,627.86,82.48,51783.94,37.81,893.23,74.38,66442.55,12.46,48.52,136941.33
C1QB_LRP1,MEDIAN,,,,0.22,0.72,,,,4.02,,,,18.27,,
C1QB_LRP1,OV,33.33,9.63,27386.6,0.07,1.08,31.46,181.67,5716.21,1.17,2843.38,158.35,450263.76,5.6,92.08,488965.57
C1QB_LRP1,PAAD,7.16,19.12,14592.92,0.09,0.66,476.61,68.24,32525.62,20.29,763.04,146.77,111990.29,9.1,69.86,160296.47
C1QB_LRP1,PRAD,10.06,11.14,1395.15,1.26,5.53,35.53,21.57,766.47,8.62,125.24,48.88,6122.1,15.7,68.88,8887.76
C1QB_LRP1,SKCM,20.68,23.74,76928.49,0.18,0.41,1066.48,18.3,19519.12,7.0,3240.4,55.76,180684.19,27.6,64.81,278775.87
C1QB_LRP1,STAD,18.8,17.2,11161.42,0.61,2.05,92.04,32.99,3036.58,5.7,649.05,58.03,37662.16,20.95,70.7,53274.03
C1QB_LRP1,THCA,2.79,6.97,2843.64,0.09,0.57,20.58,19.5,401.35,1.94,408.27,42.49,17348.37,13.72,83.68,20731.43
C1QB_LRP1,UCEC,8.89,14.91,17934.42,0.22,0.49,27.1,69.09,1872.43,3.13,1202.9,32.98,39676.92,29.94,66.23,59909.68
CD14_ITGA4,BLCA,1.33,0.0,0.0,0.0,0.34,22.31,1.41,31.48,1.97,378.88,4.13,1563.21,0.0,97.69,1600.16
CD14_ITGA4,BRCA,10.55,0.52,55.81,0.45,7.73,45.9,2.12,97.36,8.11,107.87,8.8,948.78,4.65,79.05,1200.21
CD14_ITGA4,CESC,6.29,0.02,2.63,0.01,3.75,42.55,0.98,41.74,5.67,151.18,4.39,664.35,0.36,90.21,736.48
CD14_ITGA4,CRC,3.91,0.17,39.69,0.02,1.51,52.82,4.1,216.62,6.35,235.96,13.16,3105.35,1.16,90.97,3413.73
CD14_ITGA4,ESCA,3.8,0.05,5.26,0.01,3.74,5.38,0.9,4.85,0.32,96.99,14.87,1441.82,0.35,95.57,1508.62
CD14_ITGA4,GBM,22.65,1.29,1249.85,0.53,1.76,23.95,0.23,5.53,0.1,968.1,4.31,4173.53,22.5,75.12,5555.78
CD14_ITGA4,HNSC,5.49,0.07,11.02,0.05,3.39,21.82,0.63,13.66,1.75,151.02,4.83,728.93,1.41,93.39,780.5
CD14_ITGA4,KIRC,8.34,0.7,226.27,0.06,2.45,16.43,1.43,23.42,0.26,322.72,26.83,8658.13,2.48,94.76,9137.37
CD14_ITGA4,KIRP,5.8,0.09,43.55,0.03,1.19,18.1,0.88,15.94,0.91,464.52,3.61,1678.16,2.48,95.4,1759.14
CD14_ITGA4,LGG,12.2,0.34,37.88,2.51,7.12,23.95,0.23,5.53,3.31,110.3,0.97,107.52,22.68,64.38,167.0
CD14_ITGA4,LIHC,101.83,0.0,0.0,0.0,24.78,327.12,0.65,214.07,19.22,230.09,2.71,623.76,0.0,56.0,1113.89
CD14_ITGA4,LUAD,8.82,0.39,72.12,0.14,3.69,75.51,5.37,405.56,16.24,184.19,10.44,1923.41,2.89,77.04,2496.63
CD14_ITGA4,LUSC,6.61,0.82,185.18,0.21,2.08,82.57,6.18,510.37,19.73,224.63,8.16,1832.32,7.16,70.82,2587.2
CD14_ITGA4,MEDIAN,,,,0.06,3.05,,,,4.49,,,,2.48,,
CD14_ITGA4,OV,10.71,0.29,175.55,0.09,1.63,14.68,0.5,7.35,0.21,611.51,5.24,3203.16,5.1,92.97,3445.26
CD14_ITGA4,PAAD,5.64,0.0,0.0,0.0,2.7,95.99,5.07,486.77,33.01,134.14,7.07,947.79,0.0,64.28,1474.39
CD14_ITGA4,PRAD,3.47,0.02,0.83,0.06,7.36,13.11,1.03,13.45,11.15,38.01,2.56,97.44,0.69,80.74,120.68
CD14_ITGA4,SKCM,9.47,1.19,483.55,0.15,1.75,142.07,8.6,1221.98,16.55,404.65,13.68,5537.37,6.55,74.99,7383.77
CD14_ITGA4,STAD,6.74,0.38,37.65,0.18,6.05,21.15,1.33,28.23,1.94,99.44,13.05,1297.32,2.59,89.25,1453.64
CD14_ITGA4,THCA,8.36,0.0,0.0,0.0,9.85,17.74,0.98,17.4,6.43,71.05,3.19,226.61,0.0,83.72,270.67
CD14_ITGA4,UCEC,6.27,0.38,109.66,0.26,1.84,21.31,0.7,14.94,1.64,287.69,2.66,766.48,12.05,84.21,910.17
CD14_ITGB1,BLCA,1.33,95.22,36077.84,0.09,0.24,22.31,173.15,3863.36,2.9,378.88,244.81,92753.63,27.1,69.66,133145.52
CD14_ITGB1,BRCA,10.55,143.01,15426.62,2.65,4.28,45.9,274.36,12594.09,22.16,107.87,230.6,24875.62,27.14,43.77,56838.14
CD14_ITGB1,CESC,6.29,114.05,17241.45,1.63,1.75,42.55,158.13,6728.61,15.33,151.18,122.02,18447.19,39.27,42.02,43902.72
CD14_ITGB1,CRC,3.91,94.04,22188.7,0.34,1.18,52.82,134.23,7090.32,6.55,235.96,327.99,77392.54,20.48,71.45,108319.93
CD14_ITGB1,ESCA,3.8,142.82,13852.28,1.57,2.16,5.38,70.17,377.59,1.09,96.99,196.73,19081.5,40.03,55.15,34601.51
CD14_ITGB1,GBM,22.65,48.47,46927.67,0.54,1.74,23.95,17.16,411.02,0.2,968.1,157.08,152067.79,23.0,74.52,204061.35
CD14_ITGB1,HNSC,5.49,106.16,16031.83,1.22,2.17,21.82,77.1,1682.23,3.51,151.02,189.3,28587.11,33.45,59.65,47922.92
CD14_ITGB1,KIRC,8.34,105.25,33965.76,0.51,1.97,16.43,148.22,2434.72,1.41,322.72,407.3,131444.91,19.73,76.37,172119.02
CD14_ITGB1,KIRP,5.8,116.66,54191.68,0.58,0.63,18.1,107.34,1942.82,1.67,464.52,126.69,58849.99,46.56,50.56,116395.67
CD14_ITGB1,LGG,12.2,27.03,2980.96,3.13,6.43,23.95,17.16,411.02,3.91,110.3,55.49,6119.97,28.34,58.18,10518.24
CD14_ITGB1,LIHC,101.83,84.47,19436.29,8.65,15.35,327.12,66.14,21637.53,21.76,230.09,149.89,34489.05,19.55,34.69,99428.28
CD14_ITGB1,LUAD,8.82,167.96,30936.55,1.79,2.04,75.51,178.71,13494.36,16.29,184.19,191.22,35221.38,37.35,42.53,82819.65
CD14_ITGB1,LUSC,6.61,95.42,21433.06,0.67,1.74,82.57,176.98,14613.4,15.58,224.63,247.07,55498.62,22.85,59.16,93807.46
CD14_ITGB1,MEDIAN,,,,1.11,2.0,,,,5.69,,,,27.74,,
CD14_ITGB1,OV,10.71,66.49,40656.68,0.43,1.28,14.68,90.23,1324.68,0.79,611.51,200.27,122468.99,24.3,73.2,167308.25
CD14_ITGB1,PAAD,5.64,116.6,15640.12,0.6,2.15,95.99,359.61,34517.52,31.7,134.14,415.42,55724.18,14.36,51.18,108881.22
CD14_ITGB1,PRAD,3.47,64.04,2434.11,1.93,4.93,13.11,156.44,2051.07,17.87,38.01,163.18,6202.45,21.21,54.05,11475.02
CD14_ITGB1,SKCM,9.47,118.06,47775.09,1.01,1.05,142.07,75.46,10721.27,9.72,404.65,122.48,49560.66,43.3,44.92,110334.45
CD14_ITGB1,STAD,6.74,120.74,12006.81,2.06,4.04,21.15,71.57,1513.67,3.84,99.44,236.16,23483.64,30.47,59.59,39408.6
CD14_ITGB1,THCA,8.36,79.91,5677.71,3.55,6.14,17.74,84.49,1498.82,7.97,71.05,138.11,9813.34,30.18,52.16,18812.22
CD14_ITGB1,UCEC,6.27,116.36,33476.21,0.91,1.12,21.31,181.71,3872.44,4.84,287.69,142.89,41108.03,41.8,51.33,80081.95
CDH1_IGF1R,BLCA,158.78,3.87,138.18,29.46,37.8,62.69,5.87,368.05,17.63,35.67,4.97,177.31,6.62,8.49,2087.8
CDH1_IGF1R,BRCA,150.27,30.44,986.82,60.9,10.16,76.59,13.35,1022.57,13.61,32.42,5.08,164.69,13.14,2.19,7512.05
CDH1_IGF1R,CESC,101.69,7.63,545.59,34.42,24.1,1.07,6.77,7.25,0.32,71.51,5.34,382.08,24.21,16.95,2253.97
CDH1_IGF1R,CRC,191.82,3.53,272.52,19.04,39.78,151.5,4.12,624.33,17.53,77.11,7.39,569.52,7.65,15.99,3560.95
CDH1_IGF1R,ESCA,144.07,5.9,329.17,20.21,47.12,37.81,7.32,276.8,6.59,55.82,13.75,767.37,7.83,18.26,4203.32
CDH1_IGF1R,GBM,1.62,4.04,0.55,42.82,18.89,0.99,5.11,5.07,33.09,0.14,1.78,0.24,3.61,1.59,15.31
CDH1_IGF1R,HNSC,100.04,12.24,724.85,34.55,20.87,84.64,4.93,417.36,11.78,59.23,7.39,437.79,20.45,12.35,3543.88
CDH1_IGF1R,KIRC,52.49,12.75,75.41,39.88,17.38,58.14,10.48,609.03,36.29,5.91,5.56,32.88,4.49,1.96,1678.29
CDH1_IGF1R,KIRP,12.18,11.76,231.28,12.99,5.72,50.77,11.1,563.51,51.09,19.66,5.18,101.8,20.97,9.23,1103.01
CDH1_IGF1R,LGG,1.11,10.88,12.95,32.68,9.03,0.99,5.11,5.07,13.68,1.19,3.01,3.58,34.96,9.66,37.03
CDH1_IGF1R,LIHC,21.77,0.13,4.76,3.59,29.93,30.31,0.3,9.12,11.31,35.83,1.11,39.73,5.91,49.26,80.65
CDH1_IGF1R,LUAD,97.46,8.83,631.26,36.35,14.68,42.13,6.49,273.45,11.55,71.48,3.57,254.93,26.66,10.77,2367.79
CDH1_IGF1R,LUSC,117.14,14.4,761.24,43.26,21.28,40.68,6.07,246.75,6.33,52.85,7.09,374.49,19.52,9.6,3899.65
CDH1_IGF1R,MEDIAN,,,,28.76,19.14,,,,13.64,,,,18.96,,
CDH1_IGF1R,OV,38.26,8.75,333.86,35.65,13.6,1.24,12.62,15.66,1.67,38.14,3.34,127.36,35.53,13.55,939.57
CDH1_IGF1R,PAAD,168.17,2.7,129.1,17.57,48.36,68.21,5.82,396.89,15.34,47.77,7.44,355.39,4.99,13.74,2586.97
CDH1_IGF1R,PRAD,114.34,15.14,1667.97,24.37,17.51,102.43,12.32,1261.91,17.77,110.18,10.88,1198.38,23.48,16.87,7102.63
CDH1_IGF1R,SKCM,13.28,17.88,255.18,28.06,9.34,43.1,4.39,189.24,22.38,14.27,5.95,84.93,30.18,10.04,845.66
CDH1_IGF1R,STAD,203.46,3.34,105.54,25.29,53.84,59.69,3.87,230.74,8.58,31.59,7.11,224.72,3.93,8.36,2687.89
CDH1_IGF1R,THCA,163.77,10.34,1295.4,24.06,19.39,167.03,9.83,1642.11,23.33,125.25,8.33,1043.65,18.4,14.83,7039.61
CDH1_IGF1R,UCEC,56.17,6.36,523.22,23.9,11.54,20.71,9.12,188.9,12.64,82.28,3.07,252.48,35.02,16.9,1494.1
CEL_CXCR4,BLCA,5.76,2.95,1.45,2.22,84.43,1.02,44.54,45.48,5.96,0.49,111.94,54.93,0.19,7.2,763.37
CEL_CXCR4,BRCA,0.99,15.93,9.45,6.12,54.29,0.37,22.05,8.18,3.19,0.59,141.24,83.81,3.69,32.7,256.27
CEL_CXCR4,CESC,4.54,4.42,34.61,1.86,34.75,0.28,9.53,2.68,0.25,7.83,82.69,647.56,3.2,59.94,1080.31
CEL_CXCR4,CRC,30.18,3.1,0.0,1.75,98.16,0.31,15.79,4.91,0.09,0.0,173.91,0.0,0.0,0.0,5346.92
CEL_CXCR4,ESCA,6.78,3.56,1.44,4.79,89.24,0.26,7.13,1.86,0.37,0.4,66.3,26.74,0.29,5.31,503.38
CEL_CXCR4,GBM,1.06,22.33,5.36,13.71,66.99,0.36,4.76,1.72,1.0,0.24,109.12,26.2,3.11,15.2,172.4
CEL_CXCR4,HNSC,9.02,3.9,0.0,6.81,89.92,1.69,10.03,16.94,3.27,0.0,51.57,0.0,0.0,0.0,517.32
CEL_CXCR4,KIRC,0.67,27.93,1.14,5.36,70.94,5.9,11.18,65.94,19.01,0.04,369.93,15.15,0.33,4.37,346.89
CEL_CXCR4,KIRP,0.43,4.02,1.07,0.5,42.45,8.48,12.26,103.89,30.17,0.27,343.58,91.52,0.31,26.58,344.35
CEL_CXCR4,LGG,0.61,5.28,2.41,5.89,49.43,0.36,4.76,1.72,3.15,0.46,44.36,20.26,4.42,37.12,54.59
CEL_CXCR4,LIHC,0.78,2.13,0.28,1.55,83.62,0.07,9.22,0.65,0.61,0.13,114.99,15.0,0.26,13.97,107.41
CEL_CXCR4,LUAD,1.49,9.02,2.77,4.49,75.26,0.25,45.57,11.44,3.82,0.31,151.21,46.45,0.92,15.51,299.52
CEL_CXCR4,LUSC,11.8,8.01,11.79,3.92,84.37,0.26,64.83,16.91,0.7,1.47,172.49,253.79,0.49,10.52,2411.66
CEL_CXCR4,MEDIAN,,,,3.91,65.48,,,,3.54,,,,0.74,,
CEL_CXCR4,OV,3.68,44.27,3.82,30.02,63.97,4.42,4.67,20.61,3.8,0.09,94.35,8.15,0.71,1.5,542.06
CEL_CXCR4,PAAD,0.22,3.14,679.22,0.0,0.09,100.69,103.81,10453.61,15.9,216.08,252.48,54555.46,1.03,82.98,65745.52
CEL_CXCR4,PRAD,0.44,3.22,2.88,1.13,23.43,1.45,22.52,32.68,25.91,0.9,66.57,59.59,2.28,47.24,126.14
CEL_CXCR4,SKCM,0.3,4.69,0.91,1.19,54.25,0.09,114.26,10.4,8.8,0.19,213.91,41.34,0.77,34.99,118.15
CEL_CXCR4,STAD,4.6,5.92,2.68,3.9,85.11,1.47,10.69,15.73,2.25,0.45,129.38,58.46,0.38,8.36,699.36
CEL_CXCR4,THCA,0.45,2.24,0.64,1.38,55.74,0.27,17.1,4.63,6.38,0.29,90.28,25.89,0.88,35.62,72.67
CEL_CXCR4,UCEC,3.93,32.09,60.85,19.24,45.34,1.16,24.11,27.99,4.27,1.9,75.63,143.39,9.28,21.87,655.57
CNTN4_PTPRG,BLCA,0.26,1.47,0.92,3.75,9.36,1.64,3.38,5.55,54.98,0.63,3.66,2.3,9.13,22.78,10.09
CNTN4_PTPRG,BRCA,1.05,3.7,8.81,5.42,10.74,3.2,10.55,33.77,47.15,2.38,7.34,17.47,12.3,24.39,71.63
CNTN4_PTPRG,CESC,0.13,1.97,1.97,1.12,1.03,3.76,5.1,19.19,81.75,1.0,1.82,1.82,8.37,7.73,23.47
CNTN4_PTPRG,CRC,0.0,3.98,10.2,0.0,0.0,2.85,3.71,10.58,23.98,2.56,9.1,23.34,23.12,52.9,44.12
CNTN4_PTPRG,ESCA,0.0,3.81,8.33,0.0,0.0,1.08,4.2,4.54,13.65,2.19,9.34,20.41,25.04,61.31,33.28
CNTN4_PTPRG,GBM,0.61,9.8,4.65,8.05,4.64,7.05,8.17,57.61,77.45,0.47,5.65,2.68,6.25,3.6,74.38
CNTN4_PTPRG,HNSC,0.05,1.73,1.16,1.64,4.48,0.44,1.75,0.76,14.11,0.67,4.72,3.14,21.43,58.34,5.39
CNTN4_PTPRG,KIRC,1.03,12.31,37.71,8.44,9.86,2.76,15.02,41.46,27.48,3.06,14.39,44.08,25.0,29.22,150.85
CNTN4_PTPRG,KIRP,7.2,10.16,10.55,48.56,22.95,2.38,11.52,27.41,18.18,1.04,4.8,4.98,7.0,3.31,150.73
CNTN4_PTPRG,LGG,1.22,10.94,13.83,13.11,8.31,7.05,8.17,57.61,56.44,1.26,6.93,8.76,13.55,8.59,102.07
CNTN4_PTPRG,LIHC,0.0,3.11,3.89,0.0,0.0,0.65,1.43,0.93,9.84,1.25,3.71,4.65,41.07,49.09,9.47
CNTN4_PTPRG,LUAD,0.67,2.75,2.45,5.66,13.58,1.86,9.6,17.87,55.12,0.89,6.59,5.87,7.54,18.11,32.41
CNTN4_PTPRG,LUSC,0.37,2.93,1.82,4.58,6.47,1.68,9.81,16.54,70.29,0.62,4.15,2.57,7.73,10.92,23.52
CNTN4_PTPRG,MEDIAN,,,,5.0,7.39,,,,24.28,,,,16.5,,
CNTN4_PTPRG,OV,0.64,5.04,5.58,11.89,17.97,0.56,9.12,5.07,18.64,1.11,7.62,8.43,20.5,31.0,27.2
CNTN4_PTPRG,PAAD,0.0,1.3,5.62,0.0,0.0,1.4,5.06,7.11,12.24,4.31,10.52,45.32,9.68,78.08,58.04
CNTN4_PTPRG,PRAD,1.07,2.18,5.71,6.46,16.58,1.67,4.5,7.49,20.68,2.62,5.6,14.66,15.78,40.5,36.2
CNTN4_PTPRG,SKCM,1.34,11.4,10.22,37.16,16.1,1.02,4.49,4.59,11.15,0.9,4.94,4.43,24.84,10.76,41.14
CNTN4_PTPRG,STAD,0.0,5.7,22.0,0.0,0.0,1.74,3.33,5.77,9.67,3.86,8.28,31.96,36.84,53.5,59.74
CNTN4_PTPRG,THCA,4.65,9.96,47.08,16.93,20.46,7.77,8.65,67.23,24.58,4.73,12.04,56.91,17.22,20.81,273.45
CNTN4_PTPRG,UCEC,0.2,8.81,19.31,3.22,1.02,3.83,7.01,26.86,49.2,2.19,2.78,6.1,35.38,11.17,54.59
COL4A1_ITGAV,BLCA,17.26,7.27,792.87,2.35,10.18,32.49,13.59,441.58,8.28,109.03,31.46,3429.73,14.87,64.32,5332.66
COL4A1_ITGAV,BRCA,41.94,16.01,1348.73,9.18,18.38,54.11,23.12,1251.02,17.1,84.22,32.06,2699.83,18.44,36.9,7315.65
COL4A1_ITGAV,CESC,12.44,14.76,649.55,7.5,9.14,37.32,16.06,599.37,24.49,44.01,17.98,791.48,26.54,32.34,2447.65
COL4A1_ITGAV,CRC,19.39,5.7,1459.65,0.71,6.27,13.97,10.25,143.22,0.91,255.92,50.71,12979.11,9.31,82.8,15675.69
COL4A1_ITGAV,ESCA,37.21,22.01,2387.95,7.85,16.94,15.92,19.06,303.5,2.91,108.5,47.48,5151.2,22.9,49.4,10428.4
COL4A1_ITGAV,GBM,53.34,24.99,1574.16,11.56,34.19,1.57,16.16,25.39,0.22,63.0,73.89,4654.74,13.65,40.38,11528.3
COL4A1_ITGAV,HNSC,26.12,21.45,1929.24,9.06,13.23,5.69,10.56,60.09,0.97,89.93,31.33,2817.53,31.19,45.55,6185.36
COL4A1_ITGAV,KIRC,47.44,30.34,16036.75,2.87,5.05,37.71,51.35,1936.34,3.86,528.5,53.38,28211.5,31.97,56.25,50156.36
COL4A1_ITGAV,KIRP,17.0,11.76,458.98,6.3,13.13,34.81,32.84,1142.88,35.99,39.01,24.52,956.63,14.45,30.13,3175.42
COL4A1_ITGAV,LGG,4.8,27.86,235.18,14.95,20.27,1.57,16.16,25.39,2.84,8.44,37.77,318.84,26.3,35.65,894.35
COL4A1_ITGAV,LIHC,8.95,3.92,381.1,1.64,6.73,5.11,3.4,17.36,0.81,97.12,16.09,1562.83,17.8,73.01,2140.45
COL4A1_ITGAV,LUAD,28.01,11.39,891.78,5.15,18.57,43.53,14.18,617.34,9.97,78.32,41.06,3215.84,14.4,51.92,6194.14
COL4A1_ITGAV,LUSC,24.37,16.95,1674.79,4.72,13.33,48.97,15.67,767.32,8.76,98.82,47.89,4733.08,19.13,54.06,8755.44
COL4A1_ITGAV,MEDIAN,,,,5.72,13.28,,,,8.45,,,,18.19,,
COL4A1_ITGAV,OV,16.14,8.68,776.09,3.27,10.85,14.99,21.98,329.5,7.69,89.39,28.79,2573.45,18.12,60.07,4283.73
COL4A1_ITGAV,PAAD,16.15,7.56,1944.59,0.46,3.71,172.77,45.18,7805.58,29.48,257.1,60.76,15622.64,7.34,59.01,26476.27
COL4A1_ITGAV,PRAD,6.7,10.43,543.55,2.94,5.9,31.99,16.62,531.71,22.37,52.12,20.94,1091.41,22.87,45.92,2376.75
COL4A1_ITGAV,SKCM,25.53,13.1,898.76,11.23,13.55,20.34,12.61,256.51,8.62,68.61,15.8,1084.27,30.19,36.42,2977.42
COL4A1_ITGAV,STAD,33.63,10.62,1414.22,4.52,15.22,14.71,11.21,164.87,2.09,133.15,35.73,4756.8,17.91,60.25,7894.59
COL4A1_ITGAV,THCA,42.0,23.52,948.69,16.51,29.81,19.18,28.68,550.09,9.19,40.33,42.47,1712.86,15.86,28.63,5982.92
COL4A1_ITGAV,UCEC,34.7,9.96,500.79,12.6,16.59,50.34,15.53,781.88,28.51,50.28,13.12,659.48,18.26,24.04,2742.87
CP_SLC40A1,BLCA,3.77,5.28,38.04,4.6,20.05,5.83,20.9,121.87,28.2,7.21,22.99,165.79,8.8,38.36,432.24
CP_SLC40A1,BRCA,1.97,14.41,422.35,0.42,4.87,16.89,63.98,1080.77,15.9,29.31,168.34,4934.75,6.21,72.6,6797.08
CP_SLC40A1,CESC,15.87,9.93,27.25,22.13,33.22,4.27,58.52,249.94,35.08,2.74,14.91,40.92,3.83,5.74,712.45
CP_SLC40A1,CRC,0.0,61.35,349.59,0.0,0.0,7.11,95.3,677.66,53.62,5.7,41.53,236.65,27.66,18.72,1263.9
CP_SLC40A1,ESCA,0.63,19.52,214.21,1.98,3.22,1.42,17.18,24.41,3.95,10.97,31.71,347.99,34.62,56.24,618.8
CP_SLC40A1,GBM,5.13,11.64,1560.89,0.64,3.04,3.29,2.88,9.48,0.1,134.13,55.28,7414.94,16.73,79.48,9328.92
CP_SLC40A1,HNSC,2.33,1.78,6.09,1.76,25.51,7.38,10.52,77.69,32.84,3.41,25.87,88.29,2.57,37.32,236.59
CP_SLC40A1,KIRC,4.61,34.36,42322.49,0.11,0.26,5.01,51.61,258.82,0.18,1231.87,79.65,98117.93,29.97,69.48,141224.49
CP_SLC40A1,KIRP,0.61,31.9,220.29,2.44,4.76,2.36,39.29,92.72,11.59,6.91,62.18,429.4,27.54,53.67,800.04
CP_SLC40A1,LGG,0.44,8.49,517.48,0.28,0.43,3.29,2.88,9.48,0.71,60.92,13.15,800.88,38.7,59.89,1337.27
CP_SLC40A1,LIHC,226.95,42.25,12907.64,10.75,15.54,623.09,54.9,34205.55,38.33,305.49,61.11,18669.15,14.46,20.92,89241.27
CP_SLC40A1,LUAD,55.29,20.58,2569.78,6.36,23.07,8.65,84.82,733.77,4.1,124.89,74.69,9328.36,14.36,52.12,17899.01
CP_SLC40A1,LUSC,10.31,15.2,771.88,3.47,9.1,13.66,84.21,1150.34,25.48,50.79,39.87,2024.89,17.1,44.85,4514.52
CP_SLC40A1,MEDIAN,,,,2.21,6.98,,,,13.75,,,,16.1,,
CP_SLC40A1,OV,81.67,36.24,10576.67,10.27,11.54,0.62,111.08,68.98,0.24,291.83,40.74,11890.19,36.69,41.25,28823.42
CP_SLC40A1,PAAD,17.54,42.57,704.19,15.74,24.07,24.12,44.53,1074.21,22.64,16.54,65.11,1077.18,14.84,22.7,4744.25
CP_SLC40A1,PRAD,0.14,3.97,186.0,0.02,0.25,8.74,32.74,286.01,9.51,46.86,53.94,2527.75,6.18,84.04,3007.97
CP_SLC40A1,SKCM,0.0,1.8,15.12,0.0,0.0,6.43,21.47,138.07,24.0,8.38,50.35,422.17,2.63,73.37,575.36
CP_SLC40A1,STAD,1.74,38.83,281.72,6.57,11.07,2.5,36.21,90.38,8.79,7.25,65.44,474.75,27.4,46.17,1028.26
CP_SLC40A1,THCA,0.0,37.8,274.75,0.0,0.0,6.24,35.9,224.06,24.78,7.27,55.79,405.51,30.38,44.84,904.33
CP_SLC40A1,UCEC,67.8,26.2,1713.18,16.04,31.73,12.92,52.68,680.63,6.15,65.4,51.83,3389.93,15.47,30.61,11074.01
CTGF_ITGA5,BLCA,3.34,5.73,2308.7,0.02,0.64,207.34,105.2,21811.62,20.18,403.08,206.56,83261.26,2.14,77.03,108090.76
CTGF_ITGA5,BRCA,28.36,14.28,6468.63,0.97,4.26,182.66,26.02,4752.99,11.33,453.11,63.0,28545.97,15.42,68.03,41959.48
CTGF_ITGA5,CESC,10.07,12.44,900.55,0.31,0.99,445.03,80.49,35821.77,89.3,72.39,39.64,2869.46,2.24,7.15,40116.14
CTGF_ITGA5,CRC,10.82,3.93,1635.21,0.06,2.46,33.48,15.06,504.25,0.66,415.97,174.7,72671.47,2.13,94.69,76743.52
CTGF_ITGA5,ESCA,7.69,12.07,2635.71,0.27,3.01,46.93,25.64,1203.39,3.55,218.37,132.36,28903.36,7.79,85.38,33853.61
CTGF_ITGA5,GBM,27.73,13.27,1245.22,3.46,19.27,16.06,2.4,38.56,0.36,93.85,73.88,6933.72,11.71,65.2,10634.46
CTGF_ITGA5,HNSC,12.45,25.46,2466.41,2.79,8.27,48.88,6.56,320.73,2.83,96.89,75.42,7307.61,21.73,64.38,11350.44
CTGF_ITGA5,KIRC,14.24,13.42,2635.48,0.43,6.03,165.23,11.65,1924.21,4.36,196.46,186.9,36717.4,5.97,83.2,44129.98
CTGF_ITGA5,KIRP,16.33,4.29,275.51,1.58,11.72,140.85,10.82,1524.37,34.37,64.24,31.85,2045.74,6.21,46.12,4435.68
CTGF_ITGA5,LGG,21.49,2.5,97.91,5.45,28.63,16.06,2.4,38.56,3.91,39.12,13.15,514.47,9.92,52.1,987.4
CTGF_ITGA5,LIHC,6.55,21.86,2418.65,1.83,3.55,21.67,13.58,294.29,3.76,110.64,42.36,4687.03,30.93,59.93,7820.52
