sample,ILC_LumA_T,IDC_LumB_T,IDC_LumA_T,IDC_Basal_T,IDC_Her2_T
TTPAL,1.9692,2.4292,2.175,2.1444,2.0776
UPF2,3.201,3.389,3.2313,3.8993,3.3619
NRK,-1.0865,-1.5951,-1.0262,-3.816,-0.457
SLPI,5.3867,3.1684,4.6787,7.3303,5.9119
ITGB3BP,3.8131,4.0657,3.9346,4.1011,3.593
TOR4A,0.6098,0.0854,0.2029,0.434,0.4178
HAUS7,3.5844,3.481,3.242,3.992,3.7225
MED1,3.565,3.9327,3.8192,3.3897,4.2773
CRH,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
KLHL10,-3.9255,-4.2934,-4.2934,-4.2934,-5.2926
CD164L2,-0.699,-1.6622,-0.8866,0.2154,-2.1154
TIMP4,1.5947,-1.1017,0.1839,-1.5105,-2.1794
RBM12,4.2648,4.5744,4.3726,4.0935,4.2169
PDCD4,8.1175,7.5484,7.7944,6.6846,6.8116
RBM43,2.3337,1.77,1.9931,0.9789,1.4174
OR5A2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
TTLL1,3.0216,2.8481,2.8848,2.7742,2.9118
QRFP,-2.9324,-2.9324,-3.3076,-1.9379,-1.8846
CHD1,4.1559,4.1848,4.3006,3.5149,3.565
WDR90,4.0993,4.05,3.8601,3.034,3.1294
MAPK4,-3.816,-6.5064,-4.2934,-0.0277,-5.0116
NYAP2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
PRKAG3,-9.9658,-9.9658,-9.9658,-3.3076,-6.5064
SDAD1,4.0558,4.3449,4.2289,4.1128,4.1844
SBNO2,4.5976,4.1057,4.3288,4.3385,4.2624
FCGRT,6.7356,6.3205,6.3374,5.7477,5.5286
IGDCC4,0.346,-0.7959,-0.3752,-0.8599,-0.9409
HAUS5,2.7816,2.6126,2.4265,3.1245,2.5646
KDM4E,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658
ZFHX2,-0.1266,-0.2413,-0.0801,-0.7588,-0.7353
CBY3,-2.1779,-3.1714,-3.0469,-3.1714,-3.3076
ZNF622,4.2728,4.3473,4.2743,4.1153,4.2865
MYSM1,2.8381,2.2723,2.584,2.3981,2.2633
ANXA3,4.274,2.0656,3.3421,4.8177,4.1626
SPDYE3,1.7765,1.766,1.7163,1.5064,1.4858
HS3ST3A1,-0.8731,-1.4124,-1.0116,-1.1172,-0.9686
CMSS1,4.2216,4.6142,4.2106,5.1297,4.3286
SZRD1,5.5305,5.4128,5.5008,5.496,5.5197
PHACTR3,-2.5069,-2.3884,-2.6811,-2.3884,-3.1714
GPSM2,2.5936,3.6395,2.8209,4.4848,3.3506
RBM46,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658
NPIPB3,4.791,4.3886,4.6003,4.4183,4.164
ADGRA3,2.8117,2.7442,2.7051,3.7804,2.4766
POLG,4.2662,4.0549,4.1036,4.4686,4.1044
IGF1R,4.221,4.1325,4.5042,2.3843,1.9572
SAYSD1,3.8064,4.2076,4.0558,4.3119,3.6364
F2RL2,3.9294,2.0448,3.1892,0.9191,2.3087
SLA,2.74,2.2542,2.1097,2.7227,2.3964
PIH1D1,5.5893,5.5329,5.4941,5.4377,5.4404
RPL38,10.2332,10.2848,10.209,10.5797,10.1764
PRDM9,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
PTPN12,4.9686,5.22,5.1845,5.3958,5.2823
TMPRSS9,-3.816,-3.458,-3.458,-3.816,-3.458
ADIPOR2,4.667,5.2593,5.1296,4.6999,4.4848
TBC1D3B,0.5907,-0.0425,0.119,-0.3566,-0.4828
FGF10,0.3907,-0.8736,0.7144,-2.8262,-1.4902
RHEB,5.8767,6.4532,6.0691,6.8405,6.2003
RASD2,1.1992,1.0398,1.022,3.6509,1.5422
ZNF318,2.5707,2.5536,2.5213,2.6418,2.2693
PRRT2,1.2576,1.2604,1.0257,-0.3022,-0.7348
TONSL,1.5291,2.369,1.3763,2.609,2.3379
ZNF664,5.4645,5.9072,5.7465,5.3899,5.5371
IL10RA,3.0269,2.2572,2.0638,2.7401,2.4414
TYK2,5.3555,4.9864,5.0877,5.2998,4.998
GNAT2,-4.6082,-4.6082,-5.0116,-3.1714,-5.0116
CYP26C1,-5.5735,-6.5064,-5.5735,-6.5064,-6.5064
FATE1,-3.458,-3.6259,-4.1642,-2.9324,-3.1714
FAHD2B,4.2858,3.7458,3.8248,3.5237,3.3398
TIPIN,2.1814,2.74,2.4478,2.7951,2.398
PSMB5,6.3034,6.7666,6.4842,6.7525,6.8984
BDH1,4.227,4.3636,4.235,4.1644,4.6438
ARNT,4.2426,4.0718,4.1244,4.001,3.7127
TYW3,3.2267,3.2481,3.2892,3.2018,2.7668
LRIG1,5.758,5.3736,5.7701,3.9468,4.7922
NR5A2,0.0918,-0.9686,-0.5438,-1.3548,-0.9686
NOTCH2,4.5692,4.2918,4.6012,4.4542,4.4254
C14orf79,3.6358,3.3178,3.4584,2.2082,2.878
RECQL,3.7724,3.9938,3.8396,3.8818,3.8115
FN3KRP,4.5829,4.7812,4.6907,4.8238,4.6246
GCFC2,3.3626,3.4129,3.34,3.8993,3.4005
FXYD6,3.9658,2.9856,3.5669,4.3242,3.3134
MRPL10,4.6896,4.8317,4.7656,4.2419,4.172
PAQR3,2.3592,2.3236,2.2542,2.6783,2.387
DPYSL3,4.9484,4.3042,5.018,4.6999,4.7173
CXCL8,-0.3661,-0.2332,-0.1584,1.3283,1.379
NCAPH2,4.3428,4.2594,3.9934,4.701,4.3452
FAM124A,-0.2328,-1.2832,-0.9971,-0.013,-1.2654
ANTXR2,3.8461,3.2681,3.7039,3.2526,3.6346
APBA2,-0.2328,0.051,0.0158,2.0946,0.8285
MINOS1,6.8512,7.0736,7.0276,6.7537,6.8618
SERPINI1,2.5112,3.3677,3.2024,1.8762,2.4701
UBE2J1,4.23,4.2484,4.2947,4.6871,4.355
EOMES,-0.2415,-1.3927,-1.6622,-0.6873,-0.5456
TNFAIP8L3,1.2147,0.6562,1.1184,0.4865,0.6031
SPDEF,6.7875,6.6655,6.5115,1.2992,6.9154
KIAA1324,6.6994,6.6723,6.803,4.3625,6.8405
SPATA24,1.3929,1.0186,1.2147,1.3283,0.8246
HIST1H3F,-9.9658,-3.1714,-3.816,-2.5479,-2.687
NTN5,-2.0529,-3.0469,-2.3147,-3.0469,-3.6259
REM2,-0.2159,-0.5544,-0.4522,-1.7809,-1.4002
MZT2B,7.8168,7.0722,7.1946,6.7683,6.5107
AJAP1,-3.1092,-3.816,-3.1714,-4.035,-3.6259
IFNA16,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
MCL1,6.9791,6.6414,6.8006,7.0405,6.728
VCAM1,3.1947,3.2774,3.1499,3.772,3.5644
POPDC3,-3.3076,-3.1714,-2.9324,-0.9971,-2.6349
APOH,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ACTL7A,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ULK1,3.865,3.6379,3.6894,3.2766,3.9541
EXTL2,2.3004,2.4104,2.3164,2.3508,2.1718
PBX1,5.8978,5.9772,5.9348,4.6393,5.3022
LAMTOR4,7.0218,6.8083,6.7533,6.6363,6.3743
FYTTD1,4.2401,4.6921,4.5732,4.3951,4.677
A2ML1,-3.6259,-3.3076,-3.816,2.6464,-0.7606
COL19A1,-6.5064,-9.9658,-9.9658,-5.5735,-6.5064
PNMA6A,-0.9134,-2.5914,-1.4305,-0.3383,-1.8062
TCTE1,-3.6259,-4.2934,-3.9255,-5.0116,-4.4508
GNG4,-1.3005,-0.6325,-0.8736,1.0151,-0.9846
SLC35D3,-6.5064,-5.5735,-5.0116,-6.5064,-5.0116
FCRL1,-3.458,-4.4508,-4.2934,-3.3076,-2.5914
INSIG1,3.858,4.7365,4.2891,4.1764,4.5546
EP400,3.5362,3.5664,3.501,3.2174,3.3214
ADAMTSL4,1.8302,1.1414,1.2991,2.0707,1.5563
C19orf73,0.5519,0.4761,0.4447,0.679,0.8765
SORBS2,4.5589,2.9052,3.9736,4.3321,3.0126
ZNF486,1.814,2.3032,2.3091,0.5955,2.5667
LRRC72,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
DENND1A,3.2788,3.2908,3.1604,3.4304,3.1709
GBP5,2.0058,2.3563,1.4388,3.7867,3.1544
TRMT44,2.8562,2.3522,2.6487,2.2513,2.2128
RARRES1,3.2359,2.5087,2.945,6.0721,3.7428
PTGR2,2.9157,3.0808,3.1442,1.9377,2.7028
PRPH2,-1.511,-2.5914,-1.8314,-2.6349,-2.146
CMA1,-0.2174,-2.8793,-1.7086,-4.035,-3.0519
KRTAP19-1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
PSKH1,3.29,3.1286,3.158,3.3278,3.4674
CFB,8.0713,7.1006,7.9106,5.7063,5.7682
ANAPC1,2.7689,2.9581,2.7941,3.1426,2.7854
CDO1,1.6301,-0.462,0.5568,-0.4325,-0.4329
PCDH11X,-5.5735,-6.5064,-6.5064,-5.5735,-6.5064
ASGR1,-0.5544,-1.3921,-1.3183,-0.2845,-0.9828
TNPO3,4.0118,4.2438,4.1486,4.435,4.2567
PIGO,4.197,4.237,4.2029,3.831,3.9658
NDUFA3,7.3238,7.051,7.175,7.0072,7.0704
NR6A1,-0.6644,-0.8339,-0.7588,-0.9132,-1.685
CPT2,3.421,3.5953,3.5274,3.2481,3.4061
PI4K2A,3.3633,3.2351,3.4014,3.1781,3.1409
NREP,5.6098,5.2358,5.4019,5.2836,5.347
MAFK,3.1596,2.51,2.8117,2.8462,2.5946
C14orf93,2.7889,2.5376,2.5912,2.1345,2.1638
PLCD4,1.3846,1.5806,1.4226,-0.4521,0.2638
KIF1B,2.4531,2.8219,2.7868,3.3061,2.8897
GPR6,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
RNASET2,6.2973,5.9824,6.2234,6.3239,6.0388
RPS24,11.4981,11.3,11.368,11.5031,11.0994
SIPA1,4.9142,4.343,4.5574,4.7198,4.3415
MFN2,4.7298,4.5686,4.8043,4.5318,4.7068
RIPPLY3,-0.4325,1.0745,-0.1504,-0.8863,-1.0116
RBMS2,2.6232,2.4462,2.5792,2.4465,2.3732
GCK,-2.8793,-4.035,-2.9896,-3.6259,-4.1642
LSAMP,-0.4325,-2.0236,-1.0559,-1.5105,-1.2481
RPL9,10.0304,9.5532,9.779,9.6789,9.4604
GPR171,0.542,-0.4636,-0.759,0.4657,0.5996
ABHD5,3.5503,3.838,3.8182,3.83,3.8587
KRT24,-9.9658,-6.5064,-9.9658,-9.9658,-4.2934
GCNT2,2.2663,0.6782,1.7185,3.7678,2.4698
AKAP17A,3.7198,3.4027,3.4706,3.3952,3.4027
LIMD2,3.6583,3.0808,2.9319,4.3263,3.8131
SNRNP35,4.3288,4.24,4.2899,3.9012,4.2005
DCAF7,4.4347,4.8,4.5558,4.7242,4.8344
RHOC,8.2718,8.0927,8.2642,7.6771,8.0194
CDON,2.1476,2.1972,2.5683,1.2516,0.6285
SLC25A39,6.3919,6.5125,6.4499,6.6781,6.3714
SERP1,6.1716,6.4023,6.2916,6.2659,6.2921
CDS2,3.958,4.2029,4.1636,3.6657,3.8669
LRRC32,4.6407,3.597,4.227,3.1475,3.711
DCP2,3.0645,3.0576,2.93,2.5087,2.8935
EHD4,4.4058,3.9956,4.1716,3.7561,4.1207
BPIFA1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
HBZ,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658
ZNF227,2.8492,2.8662,2.8055,2.5731,2.6078
OR8D1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
EIF3H,7.8362,8.4388,8.0518,8.3246,7.9116
ZMYND10,3.9228,3.389,3.6652,-0.1665,1.6531
CENPE,0.051,1.8322,0.5664,1.9675,1.6649
EIF2AK2,3.1773,3.8565,3.3897,3.8973,3.4732
LRRIQ4,-5.5735,-5.5735,-5.5735,-4.2934,-4.5233
PRICKLE3,2.2768,2.4831,2.4225,2.3816,2.2882
ENDOV,3.5516,3.3661,3.4868,3.0074,3.2794
KRT6A,-1.8846,-2.8793,-0.9132,2.2842,-0.4486
INTS4,3.9838,3.844,3.863,3.9608,3.795
BEND2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SMIM23,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
FAM63A,4.7195,4.4575,4.7549,3.2929,3.2841
XDH,-0.8342,-1.64,-0.7959,-0.1345,-0.2163
FAM212A,1.1991,-0.013,0.6145,0.0718,0.3732
ZDHHC20,3.9851,4.1848,4.0636,4.4913,4.2769
CAPN2,6.3714,6.0424,6.1242,6.4301,6.3794
SLC43A2,3.7604,3.4024,3.3856,4.0082,3.4674
ANKRD42,2.8351,2.7161,3.0723,1.2934,2.2707
GPR68,1.9564,2.0394,2.043,1.1897,1.7688
C9orf78,5.4325,5.3101,5.3655,5.1914,5.522
TMEM232,-0.216,-0.9134,-0.2934,-2.3884,-1.7086
STATH,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
BMP8A,-1.7322,-0.9406,-0.5543,-1.8314,-1.0116
SMARCD1,4.8758,5.0226,4.9866,4.9317,4.8273
ABCC1,3.0576,3.3184,3.3156,3.4116,3.1968
AHSG,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658
PRX,1.0006,-0.3474,0.2762,-0.4719,-0.4922
IL18BP,2.9857,2.5632,2.5707,3.2143,3.0221
STAT1,5.9236,6.652,5.869,6.6291,6.6312
GANC,2.5251,2.3857,2.4792,2.3953,2.3422
COQ8B,4.3558,3.9604,4.1002,3.795,3.8377
ZC3H18,3.3869,3.4116,3.3549,4.1103,3.6832
ZNF500,2.8066,2.3663,2.5659,1.7575,1.9619
TSC2,4.9844,4.837,4.8778,4.4013,4.4506
C1orf87,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
STRIP1,3.4888,3.2504,3.4061,3.2811,3.0568
METTL22,3.1971,2.9328,2.9618,2.7249,2.8218
OR5K1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ZNF598,4.138,4.1178,4.0692,4.4128,4.1031
HSPA1L,0.547,0.4812,0.5666,-0.1993,0.1577
RILP,2.1264,1.4011,1.5878,2.2299,2.0792
CACNG2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
OR10A3,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ZNF532,3.7883,3.6224,3.836,4.359,3.6781
CDH11,5.1991,5.017,5.5219,4.0357,5.0604
STRA6,1.6762,1.4196,1.7702,1.6604,1.6187
ATP2A3,4.0843,3.7516,3.9538,2.7444,4.7711
ECE2,1.8524,2.7508,2.1346,3.6714,2.9729
GPR45,-5.5735,-6.04,-5.5735,-5.0116,-5.5735
HCFC2,1.882,1.9111,1.9675,1.7141,1.7554
ZNF700,2.8301,2.5511,2.6208,2.0465,2.2527
CMTM3,5.4108,4.7766,5.2917,4.8575,5.2288
ACAD8,3.6048,3.3271,3.4411,3.1669,3.3556
NKX3-2,-2.3516,-1.9942,-1.5951,-2.2447,-1.9682
BSX,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ZNF528,3.1821,3.0296,2.9838,2.1957,2.7966
NEK2,2.8058,4.4272,3.2556,4.3184,3.7388
NOMO3,3.6771,4.1792,3.992,3.325,3.9002
PCBP1,7.6632,7.6089,7.632,7.76,7.6336
CTHRC1,6.2508,6.1962,6.3253,6.2691,6.3602
TMEM260,2.6452,2.6726,2.6772,2.2753,2.3408
AOC2,-1.8314,-2.3516,-2.3147,-2.5479,-2.4659
TAF3,1.7786,1.934,1.8404,1.7702,1.642
FOXD1,-2.2797,-2.9324,-3.1714,0.5763,-1.966
ALDH3A1,-2.0834,-3.6259,-2.7274,-1.6394,-3.816
MANBA,3.809,3.8954,3.808,3.4007,3.4271
C9orf16,5.9611,5.4526,5.5303,5.8322,5.8134
SCN2B,-2.0236,-5.0116,-2.7274,-5.5735,-5.0116
GLT1D1,-3.3076,-4.035,-4.035,-2.7274,-3.3828
CRIP1,9.6168,9.7158,9.6934,6.4448,8.8347
CASP4,5.0312,4.7674,4.812,4.859,5.2317
LRRC41,5.0934,4.8919,5.1698,5.4383,5.2277
FZD6,3.0671,3.7571,3.6336,4.2017,3.3496
SYCE1L,-0.2671,-1.7322,-1.4699,0.2154,-1.0717
POLR1D,5.9476,6.0648,5.9897,6.0182,5.9392
ATF6B,5.7578,5.7423,5.6698,5.7882,5.558
RNF112,-2.4659,-3.721,-3.3828,-2.5479,-2.7274
RAN,8.0589,8.7156,8.3456,8.9258,8.7801
BCL7B,5.0312,4.996,4.9115,4.9883,4.8172
PHGDH,4.2918,4.0851,3.6172,6.717,5.0982
CELSR3,0.0574,0.9544,0.1124,0.1776,1.339
FAM46B,3.1078,1.9358,2.7356,2.2783,2.3091
CCDC91,3.9788,4.1235,4.1396,3.9892,3.6784
ANO4,-3.1714,-4.2934,-3.458,-3.3076,-4.4508
PRMT1,6.1632,6.1764,6.0995,6.7225,6.1444
EFHC1,2.5815,2.6302,2.6254,1.4335,1.7702
CRIP3,-0.9686,-2.3516,-1.7566,-1.1811,-2.5479
PTS,4.1903,4.4755,4.2972,4.9002,4.3657
ABCF2,4.2555,4.3335,4.3082,4.6393,4.3194
PKD1L3,-6.5064,-6.5064,-6.5064,-6.5064,-6.5064
FNBP4,4.6306,4.3681,4.4761,4.3944,4.163
SLC39A10,3.1749,3.0893,3.1844,2.8014,2.8099
HIST1H3I,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
TREML1,-1.0265,-1.9379,-1.5951,-1.8314,-1.9942
MYH15,-5.5735,-5.0116,-5.5735,-4.2934,-5.0116
RAC2,4.7853,4.0644,4.3396,4.6849,4.4271
TNFAIP3,3.3031,2.4425,2.6476,3.6703,3.0073
SRFBP1,2.2828,2.4292,2.3676,1.8643,2.1078
CFL2,3.0602,3.1137,3.1773,3.4088,2.6149
SHISA4,4.1652,3.8436,4.0068,3.074,3.0954
PLEKHM3,-0.3206,-0.7711,-0.565,-0.4325,-0.9546
ZFHX3,1.2992,1.614,1.5114,0.7493,1.5064
ZNF862,2.6681,2.0058,2.3677,1.9564,1.4985
PBK,2.0482,3.425,2.2527,3.5299,2.6817
DACT1,2.3365,1.9414,2.4805,1.3901,2.3732
C12orf50,-6.5064,-6.5064,-6.5064,-6.5064,-6.5064
ECE1,5.8718,5.5204,5.9162,4.906,5.4346
CIZ1,5.3917,5.2941,5.2686,5.3363,5.3302
C2orf47,3.6272,3.8808,3.7248,3.9022,4.0054
PABPC4L,-1.2828,-2.1779,-1.7322,-0.4131,-1.9379
CST8,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
NSMCE1,6.012,6.0704,6.2038,5.3597,5.7383
OR2L2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ADAM7,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SLC30A7,2.561,2.7476,2.7594,2.6043,2.7562
SLC36A1,1.2814,1.787,1.5216,1.7702,1.8564
PRPF19,6.3077,6.4322,6.272,6.306,6.2081
PXDN,4.7004,4.3338,4.8398,4.7242,4.8192
ZNF23,1.7723,1.8976,1.9508,2.183,2.0412
FMO5,3.011,2.1988,2.7899,0.2029,1.531
MARVELD3,2.8758,3.1368,3.1884,3.3966,3.5988
C2orf76,3.716,3.9677,3.9631,3.6928,3.9055
FOXL1,-1.5951,-2.3147,-1.7809,-0.0877,-2.2113
CYP8B1,-5.0116,-6.5064,-6.5064,-6.5064,-5.0116
ECM1,4.358,4.9178,5.2928,3.5047,4.585
SCYL2,3.6776,4.0392,3.834,3.6838,4.0312
TUBA1C,6.9914,7.9813,7.3537,8.2354,8.1622
CD96,1.444,0.6192,0.4125,1.736,1.2845
OARD1,4.4064,4.4416,4.4588,4.3328,4.1421
SSX5,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
LY86,3.055,2.7095,2.6636,2.3788,3.0002
LCAT,1.9302,0.9267,1.2422,1.736,1.0914
LARP4B,4.0131,4.1277,4.0352,4.5405,4.0308
CHRNA5,-0.7711,0.8759,-0.1109,2.4306,1.519
FAM198A,2.4649,0.799,2.1427,2.0912,-0.1752
SPNS1,4.5783,4.4644,4.4506,4.3751,4.3353
FUT7,-2.146,-2.8793,-2.8262,-1.5522,-2.7768
GPR50,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
RSPH10B2,-4.2934,-4.6082,-4.6082,-4.2934,-4.2934
CORO1C,4.4598,4.753,4.5763,5.2608,5.0269
TSSK6,0.2521,-0.2246,-0.3568,-0.5756,-0.759
NRN1,3.0619,1.6874,2.4252,2.8055,2.0816
URM1,5.2726,5.154,5.0974,4.8202,5.1492
SLC14A1,-0.1829,-1.6622,-0.8731,-2.2447,-1.4902
AKR1C1,2.6884,0.9752,1.4174,2.2931,0.8566
MMP11,6.8737,7.1939,7.517,5.8235,7.4974
SHC4,-1.7809,-2.9324,-1.4902,2.3222,-2.1488
NFASC,1.088,0.745,1.0043,1.674,0.6084
APEX2,3.5318,3.8121,3.6242,3.8116,3.8636
TMEM214,5.4835,5.4984,5.475,5.84,5.6655
BPIFA3,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ZBTB33,3.1483,3.2072,3.2236,3.345,3.4765
POMT1,3.8376,3.5387,3.5639,3.4622,3.7022
OR5W2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
MAP3K3,3.4648,3.1078,3.2182,3.0358,3.1572
CCDC85A,-1.2312,-2.5479,-1.7322,-3.0469,-3.1092
TIMM50,5.0302,5.2106,5.024,5.6091,5.1785
NPNT,5.8988,5.8682,5.908,2.5288,4.6903
TMEM164,3.9714,3.5442,3.7198,3.4237,3.9228
INSRR,-4.6082,-5.0116,-4.6082,-5.0116,-4.8099
TP53INP1,4.2255,4.3277,4.3492,2.5876,3.7426
CREB3L3,-5.0116,-5.5735,-6.5064,-5.0116,-5.5735
BMP7,0.8484,0.1254,0.5419,1.3167,1.5825
PRSS37,-6.5064,-8.2361,-6.5064,-9.9658,-9.9658
MAGEA2B,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ACAP1,2.4062,1.5974,1.5114,2.3479,1.9984
SRXN1,4.0216,4.6465,4.3224,4.174,4.6408
OR2L5,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
PGLYRP4,-6.5064,-6.5064,-6.5064,-1.0262,-3.816
RBM4,6.4954,6.5698,6.6008,6.4679,6.7586
DENND2C,-1.0559,-1.8314,-1.2828,-0.8863,-1.3365
MYO9B,4.8776,4.4761,4.5847,5.1127,4.7701
ZC3H4,3.5917,3.6526,3.6526,3.6006,3.6184
CBARP,-1.1502,-1.4699,-1.0862,-1.4305,-1.1502
MOB1A,4.9978,5.195,5.1198,5.2821,5.1548
ZFP28,1.4038,0.9642,1.2905,1.3283,0.9604
P3H3,4.2773,3.546,4.0153,3.3647,3.4832
ANKRD61,-2.0529,-2.0236,-2.3516,-2.6349,-2.4659
MUC1,9.0358,7.894,8.7412,6.7747,7.5975
FBLN7,3.068,2.086,2.4818,1.5316,1.2726
EPB41L4B,2.5995,2.7657,2.6289,2.9581,2.9747
ACE2,-3.6259,-4.6082,-4.035,-0.7346,-1.3927
LRPAP1,6.2776,6.061,6.1609,5.7866,5.9483
SP6,1.1016,1.186,1.1989,1.4065,1.9392
PTPRCAP,2.9042,1.4172,1.5115,2.6043,2.5018
IL9,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
FAM184A,0.3628,0.3402,-0.0058,1.0293,-0.4236
BRCA2,0.2214,1.3874,0.4813,1.412,1.5272
VIPR1,2.7972,2.4251,2.6114,0.5763,2.5384
P2RY12,-0.2586,-2.0236,-0.9406,-2.3147,-1.733
SPTSSA,4.3774,4.7312,4.4771,4.4693,5.3356
RASSF2,2.5049,1.9895,2.1846,2.5996,2.1493
AGO4,2.3251,2.0517,2.2901,2.4985,1.8702
SAAL1,3.0401,3.3112,2.9966,3.421,3.1062
SETD7,4.0466,4.1584,4.1486,3.2722,4.1352
MEF2B,-0.565,-1.2142,-1.1811,-0.6416,-0.8086
CNIH2,0.8922,1.8261,1.0914,2.4753,2.236
FURIN,4.6585,4.4416,4.5414,4.9769,4.3576
FPR3,2.6646,3.5428,2.8542,3.4997,3.8928
BCS1L,4.136,4.0871,3.9036,4.4006,4.0202
SLBP,4.7793,5.4271,5.0202,5.4091,5.0764
GNL3,5.606,5.6668,5.6398,5.8645,5.6266
GAS2L3,0.6191,1.8444,0.8448,2.1013,1.5658
LRRC75A,0.3572,0.1775,0.0922,-0.5543,-0.1665
RPA3,4.8468,5.366,4.966,4.8565,5.2062
FKTN,2.2268,2.4386,2.2723,1.692,1.7869
SALL1,-1.4699,-1.4902,-1.133,-2.3884,-1.4902
CA4,-1.2312,-4.2934,-3.3828,-4.6082,-3.9255
XXYLT1,2.7006,2.9588,2.7647,2.9784,2.7572
FREM2,-4.1642,-3.3076,-3.2395,-2.3884,-6.04
GTPBP2,4.2571,4.3917,4.1094,4.8263,4.2829
RNASEH2B,4.3445,4.3093,4.4047,4.5778,4.1335
STRN4,5.0343,4.8392,4.8585,4.9704,4.8467
TMPRSS3,4.8737,1.5916,3.2335,3.9223,1.0867
KLF16,2.8562,2.5251,2.6783,2.8622,2.7551
ARSE,0.3346,-0.4721,0.3346,0.605,-0.482
TSPAN3,6.3445,6.5246,6.5933,6.1457,5.9002
ADNP2,2.7248,2.8117,2.7636,2.6208,2.6126
SLC9A7,2.2527,2.3132,2.3648,2.236,2.525
NLRP1,2.5864,1.3651,1.8742,1.8643,1.7185
ZNF662,1.1512,-0.646,0.7364,0.7407,-0.357
PARP16,2.9856,2.7826,2.9262,2.4985,2.6161
CEP41,2.676,3.0055,2.9013,2.7183,2.5828
ZCCHC8,3.4449,3.562,3.4713,3.2389,3.2119
GLYCTK,1.3109,0.8082,0.7277,0.547,0.779
FAM166B,-0.5543,-1.1488,-1.0262,-1.2481,-1.165
CRTAP,6.7353,6.4538,6.5648,6.0056,6.3516
SPATA18,1.4695,0.5989,1.8098,0.2277,-0.1425
SIRT4,-0.0059,0.058,0.044,0.099,0.1518
LRP1,5.888,4.6265,5.283,4.6312,4.9416
THUMPD1,4.5138,4.5104,4.6404,3.97,4.2185
DDR2,2.8711,1.9073,2.6196,2.6647,2.1545
SUSD1,2.0895,1.9149,2.0325,1.9749,2.2513
CFAP73,-3.1092,-4.035,-3.816,-3.458,-3.3076
FUT8,4.9348,4.9198,5.1056,3.3061,4.5024
SLC25A5,7.5194,7.8933,7.4814,8.0208,8.1834
KLK7,-0.0725,-3.3828,-0.3292,2.667,-1.1372
OR2W5,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ADAM8,2.3536,2.6464,2.355,2.9205,2.9664
BSN,-2.8262,-2.7768,-2.7274,-4.035,-3.6259
CYS1,1.1544,0.6048,1.148,-0.1828,0.8222
KLHL9,3.6742,3.3392,3.5467,3.2707,3.04
CLIP3,2.609,2.1296,2.5682,1.7403,1.993
ENO1,8.4116,8.7378,8.5014,9.7258,9.432
CCDC18,0.6192,1.1928,0.6835,2.05,0.964
DGKQ,2.3337,2.0638,2.1476,1.6045,1.7075
LNPK,2.7006,3.1474,3.0118,2.8701,3.2118
HMGCS2,3.7848,0.9076,1.4226,-4.6082,1.7075
KMT2E,4.1684,4.0837,4.1248,3.7421,3.8002
PDK1,1.6093,2.0377,1.6187,3.1892,2.7237
C6orf141,1.3762,2.9184,2.5695,2.05,0.799
ASAP3,3.975,3.775,3.837,3.8581,3.7432
ATP8B2,3.5964,2.6019,3.085,2.2051,2.4554
MFHAS1,1.7804,1.5013,1.5636,2.5263,1.7723
KLF4,4.001,2.6114,3.1962,2.578,3.0515
FBXL22,-0.1266,-0.5864,-0.2328,-0.7346,-0.2764
