sample,IDC_Her2,IDC_Basal,IDC_LumA,IDC_LumB,ILC_LumA
POPDC3,0.08,0.355,0.051,0.057,0.047
APOH,0.02,0.0,0.0,0.0,0.0
ACTL7A,0.0,0.0,0.0,0.0,0.0
ULK1,1.0,1.0,1.0,1.0,1.0
EXTL2,1.0,1.0,1.0,1.0,1.0
PBX1,1.0,1.0,1.0,1.0,1.0
LAMTOR4,1.0,1.0,1.0,1.0,1.0
FYTTD1,1.0,1.0,1.0,1.0,1.0
A2ML1,0.4,0.822,0.03,0.123,0.038
COL19A1,0.0,0.028,0.0,0.008,0.009
PNMA6A,0.12,0.449,0.096,0.057,0.17
TCTE1,0.02,0.009,0.02,0.0,0.009
GNG4,0.34,0.701,0.323,0.443,0.113
SLC35D3,0.0,0.0,0.005,0.008,0.0
FCRL1,0.18,0.121,0.051,0.016,0.123
INSIG1,1.0,1.0,1.0,1.0,1.0
EP400,1.0,1.0,1.0,1.0,1.0
ADAMTSL4,0.92,0.963,0.934,0.811,0.981
C19orf73,0.82,0.701,0.712,0.754,0.792
SORBS2,0.96,0.972,0.99,0.951,1.0
ZNF486,0.78,0.598,0.924,0.861,0.877
LRRC72,0.0,0.0,0.0,0.0,0.0
DENND1A,1.0,1.0,1.0,1.0,1.0
GBP5,0.94,0.944,0.864,0.869,0.906
TRMT44,1.0,1.0,1.0,1.0,1.0
RARRES1,0.98,1.0,0.96,0.926,0.981
PTGR2,0.98,1.0,1.0,1.0,1.0
PRPH2,0.06,0.028,0.081,0.066,0.066
CMA1,0.06,0.075,0.207,0.066,0.462
KRTAP19-1,0.0,0.0,0.0,0.0,0.0
PSKH1,1.0,1.0,1.0,1.0,1.0
CFB,1.0,1.0,1.0,0.992,1.0
ANAPC1,1.0,1.0,1.0,1.0,1.0
CDO1,0.3,0.439,0.672,0.328,0.915
PCDH11X,0.06,0.047,0.015,0.041,0.0
ASGR1,0.1,0.364,0.045,0.074,0.245
TNPO3,1.0,1.0,1.0,1.0,1.0
PIGO,1.0,1.0,1.0,1.0,1.0
NDUFA3,1.0,1.0,1.0,1.0,1.0
NR6A1,0.16,0.159,0.263,0.246,0.33
CPT2,1.0,1.0,1.0,1.0,1.0
PI4K2A,1.0,1.0,1.0,1.0,1.0
NREP,1.0,1.0,1.0,1.0,1.0
MAFK,1.0,1.0,1.0,0.992,1.0
C14orf93,1.0,1.0,1.0,1.0,1.0
PLCD4,0.56,0.243,0.904,0.877,0.943
KIF1B,1.0,1.0,1.0,1.0,1.0
GPR6,0.02,0.0,0.01,0.025,0.0
RNASET2,1.0,1.0,1.0,1.0,1.0
RPS24,1.0,1.0,1.0,1.0,1.0
SIPA1,1.0,1.0,1.0,1.0,1.0
MFN2,1.0,1.0,1.0,1.0,1.0
RIPPLY3,0.34,0.364,0.439,0.68,0.368
RBMS2,1.0,0.991,1.0,1.0,1.0
GCK,0.0,0.028,0.015,0.008,0.0
LSAMP,0.16,0.168,0.237,0.131,0.302
RPL9,1.0,1.0,1.0,1.0,1.0
GPR171,0.62,0.579,0.359,0.41,0.651
ABHD5,1.0,1.0,1.0,1.0,1.0
KRT24,0.14,0.009,0.01,0.033,0.028
GCNT2,0.9,0.991,0.874,0.672,0.972
AKAP17A,1.0,1.0,1.0,1.0,1.0
LIMD2,1.0,1.0,1.0,0.992,1.0
SNRNP35,1.0,1.0,1.0,1.0,1.0
DCAF7,1.0,1.0,1.0,1.0,1.0
RHOC,1.0,1.0,1.0,1.0,1.0
CDON,0.8,0.804,0.995,0.943,0.972
SLC25A39,1.0,1.0,1.0,1.0,1.0
SERP1,1.0,1.0,1.0,1.0,1.0
CDS2,1.0,1.0,1.0,1.0,1.0
LRRC32,1.0,1.0,1.0,1.0,1.0
DCP2,1.0,1.0,1.0,1.0,1.0
EHD4,1.0,1.0,1.0,1.0,1.0
BPIFA1,0.06,0.028,0.025,0.049,0.038
HBZ,0.0,0.0,0.0,0.0,0.0
ZNF227,1.0,1.0,1.0,1.0,1.0
OR8D1,0.0,0.0,0.0,0.0,0.0
EIF3H,1.0,1.0,1.0,1.0,1.0
ZMYND10,0.78,0.43,1.0,0.992,1.0
CENPE,0.96,1.0,0.747,0.975,0.528
EIF2AK2,0.98,1.0,1.0,1.0,1.0
LRRIQ4,0.04,0.0,0.02,0.016,0.019
PRICKLE3,1.0,1.0,1.0,1.0,1.0
ENDOV,1.0,1.0,1.0,1.0,1.0
KRT6A,0.44,0.785,0.338,0.131,0.208
INTS4,1.0,1.0,1.0,1.0,1.0
BEND2,0.0,0.0,0.0,0.0,0.0
SMIM23,0.0,0.0,0.0,0.0,0.0
FAM63A,1.0,1.0,1.0,1.0,1.0
XDH,0.46,0.467,0.283,0.197,0.311
FAM212A,0.66,0.542,0.813,0.484,0.925
ZDHHC20,1.0,1.0,1.0,1.0,1.0
CAPN2,1.0,1.0,1.0,1.0,1.0
SLC43A2,1.0,1.0,1.0,1.0,1.0
ANKRD42,1.0,0.981,1.0,1.0,1.0
GPR68,0.96,0.813,0.99,0.959,1.0
C9orf78,1.0,1.0,1.0,1.0,1.0
TMEM232,0.08,0.009,0.404,0.254,0.425
STATH,0.0,0.019,0.0,0.0,0.0
BMP8A,0.26,0.14,0.273,0.197,0.104
SMARCD1,1.0,1.0,1.0,1.0,1.0
ABCC1,1.0,1.0,1.0,1.0,1.0
AHSG,0.0,0.0,0.0,0.0,0.0
PRX,0.22,0.28,0.626,0.352,0.915
IL18BP,1.0,0.991,0.99,1.0,1.0
STAT1,1.0,1.0,1.0,1.0,1.0
GANC,1.0,0.991,1.0,1.0,1.0
COQ8B,1.0,1.0,1.0,1.0,1.0
ZC3H18,1.0,1.0,1.0,1.0,1.0
ZNF500,1.0,1.0,1.0,1.0,1.0
TSC2,1.0,1.0,1.0,1.0,1.0
C1orf87,0.02,0.0,0.0,0.016,0.0
STRIP1,1.0,1.0,1.0,1.0,1.0
METTL22,1.0,1.0,1.0,1.0,1.0
OR5K1,0.0,0.0,0.0,0.0,0.0
ZNF598,1.0,1.0,1.0,1.0,1.0
HSPA1L,0.6,0.421,0.808,0.738,0.887
RILP,0.98,1.0,0.985,0.934,1.0
CACNG2,0.0,0.019,0.0,0.0,0.0
OR10A3,0.0,0.0,0.0,0.0,0.0
ZNF532,0.98,1.0,1.0,1.0,1.0
CDH11,1.0,0.981,1.0,0.992,1.0
STRA6,0.84,0.888,0.919,0.918,0.962
ATP2A3,1.0,0.953,0.995,0.992,1.0
ECE2,1.0,1.0,0.995,1.0,0.991
GPR45,0.0,0.0,0.0,0.0,0.0
HCFC2,1.0,0.981,1.0,1.0,1.0
ZNF700,1.0,0.991,1.0,1.0,1.0
CMTM3,1.0,1.0,1.0,1.0,1.0
ACAD8,1.0,1.0,1.0,1.0,1.0
NKX3-2,0.04,0.075,0.106,0.082,0.009
BSX,0.0,0.0,0.0,0.0,0.0
ZNF528,1.0,0.916,0.995,0.967,1.0
NEK2,1.0,1.0,0.985,1.0,0.991
NOMO3,1.0,1.0,1.0,1.0,1.0
PCBP1,1.0,1.0,1.0,1.0,1.0
CTHRC1,1.0,1.0,1.0,1.0,1.0
TMEM260,1.0,1.0,1.0,1.0,1.0
AOC2,0.06,0.019,0.03,0.033,0.028
TAF3,1.0,1.0,0.995,1.0,1.0
FOXD1,0.2,0.542,0.152,0.262,0.085
ALDH3A1,0.02,0.131,0.061,0.016,0.113
MANBA,1.0,1.0,1.0,1.0,1.0
C9orf16,1.0,1.0,1.0,1.0,1.0
SCN2B,0.0,0.0,0.015,0.0,0.057
GLT1D1,0.0,0.019,0.0,0.0,0.0
CRIP1,1.0,1.0,1.0,1.0,1.0
CASP4,1.0,1.0,1.0,1.0,1.0
LRRC41,1.0,1.0,1.0,1.0,1.0
FZD6,0.96,1.0,0.995,0.959,0.991
SYCE1L,0.26,0.57,0.116,0.148,0.396
POLR1D,1.0,1.0,1.0,1.0,1.0
ATF6B,1.0,1.0,1.0,1.0,1.0
RNF112,0.08,0.037,0.0,0.008,0.019
RAN,1.0,1.0,1.0,1.0,1.0
BCL7B,1.0,1.0,1.0,1.0,1.0
PHGDH,1.0,1.0,0.995,0.984,1.0
CELSR3,0.72,0.561,0.53,0.631,0.509
FAM46B,0.96,0.925,0.909,0.836,0.953
CCDC91,1.0,1.0,1.0,1.0,1.0
ANO4,0.0,0.065,0.01,0.016,0.009
PRMT1,1.0,1.0,1.0,1.0,1.0
EFHC1,1.0,0.944,1.0,1.0,1.0
CRIP3,0.08,0.252,0.101,0.148,0.302
PTS,1.0,1.0,1.0,1.0,1.0
ABCF2,1.0,1.0,1.0,1.0,1.0
PKD1L3,0.0,0.0,0.0,0.0,0.0
FNBP4,1.0,1.0,1.0,1.0,1.0
SLC39A10,1.0,1.0,1.0,1.0,1.0
HIST1H3I,0.0,0.019,0.015,0.0,0.009
TREML1,0.04,0.056,0.035,0.025,0.179
MYH15,0.0,0.0,0.0,0.0,0.0
RAC2,1.0,1.0,1.0,1.0,1.0
TNFAIP3,0.98,1.0,1.0,0.992,1.0
SRFBP1,1.0,1.0,1.0,0.992,0.991
CFL2,0.96,1.0,1.0,1.0,1.0
SHISA4,1.0,1.0,1.0,1.0,1.0
PLEKHM3,0.3,0.402,0.323,0.221,0.396
ZFHX3,0.94,0.738,0.965,0.984,0.972
ZNF862,0.94,0.981,1.0,0.992,1.0
PBK,1.0,1.0,0.96,1.0,0.934
DACT1,0.96,0.804,0.99,0.934,0.962
C12orf50,0.0,0.0,0.0,0.0,0.0
ECE1,1.0,1.0,1.0,1.0,1.0
CIZ1,1.0,1.0,1.0,1.0,1.0
C2orf47,1.0,1.0,1.0,1.0,1.0
PABPC4L,0.02,0.308,0.01,0.016,0.019
CST8,0.0,0.0,0.0,0.0,0.0
NSMCE1,1.0,1.0,1.0,1.0,1.0
OR2L2,0.0,0.0,0.0,0.0,0.0
ADAM7,0.02,0.0,0.0,0.008,0.0
SLC30A7,1.0,1.0,1.0,1.0,1.0
SLC36A1,0.98,0.981,0.955,0.959,0.962
PRPF19,1.0,1.0,1.0,1.0,1.0
PXDN,1.0,1.0,1.0,1.0,1.0
ZNF23,1.0,1.0,1.0,1.0,1.0
FMO5,0.92,0.589,0.955,0.91,1.0
MARVELD3,1.0,1.0,1.0,1.0,1.0
C2orf76,1.0,1.0,1.0,1.0,1.0
FOXL1,0.0,0.439,0.005,0.016,0.009
CYP8B1,0.02,0.009,0.0,0.0,0.009
ECM1,1.0,1.0,1.0,1.0,1.0
SCYL2,1.0,1.0,1.0,1.0,1.0
TUBA1C,1.0,1.0,1.0,1.0,1.0
CD96,0.8,0.804,0.586,0.664,0.792
OARD1,1.0,1.0,1.0,1.0,1.0
SSX5,0.02,0.0,0.0,0.0,0.0
LY86,1.0,0.963,1.0,1.0,1.0
LCAT,0.86,0.953,0.914,0.836,0.991
LARP4B,1.0,1.0,1.0,1.0,1.0
CHRNA5,0.7,0.907,0.48,0.639,0.226
FAM198A,0.44,0.935,0.924,0.623,0.953
SPNS1,1.0,1.0,1.0,1.0,1.0
FUT7,0.1,0.131,0.025,0.0,0.057
GPR50,0.02,0.0,0.0,0.0,0.0
RSPH10B2,0.0,0.0,0.0,0.0,0.009
CORO1C,1.0,1.0,1.0,1.0,1.0
TSSK6,0.22,0.234,0.333,0.418,0.585
NRN1,0.98,0.972,1.0,0.984,1.0
URM1,1.0,1.0,1.0,1.0,1.0
SLC14A1,0.06,0.065,0.278,0.115,0.396
AKR1C1,0.74,0.897,0.773,0.689,0.953
MMP11,1.0,1.0,1.0,1.0,1.0
SHC4,0.04,0.729,0.202,0.049,0.123
NFASC,0.64,0.785,0.808,0.639,0.887
APEX2,1.0,1.0,1.0,1.0,1.0
TMEM214,1.0,1.0,1.0,1.0,1.0
BPIFA3,0.0,0.0,0.0,0.0,0.0
ZBTB33,1.0,1.0,1.0,0.992,1.0
POMT1,1.0,1.0,1.0,1.0,1.0
OR5W2,0.0,0.0,0.0,0.0,0.0
MAP3K3,1.0,1.0,1.0,1.0,1.0
CCDC85A,0.0,0.019,0.131,0.074,0.104
TIMM50,1.0,1.0,1.0,1.0,1.0
NPNT,1.0,0.963,1.0,1.0,1.0
TMEM164,1.0,1.0,1.0,1.0,1.0
INSRR,0.0,0.009,0.005,0.008,0.0
TP53INP1,1.0,1.0,1.0,1.0,1.0
CREB3L3,0.0,0.0,0.0,0.0,0.0
BMP7,0.7,0.72,0.657,0.516,0.679
PRSS37,0.0,0.0,0.005,0.0,0.009
MAGEA2B,0.16,0.178,0.02,0.098,0.0
ACAP1,0.98,0.963,0.96,0.926,0.991
SRXN1,1.0,1.0,1.0,1.0,1.0
OR2L5,0.0,0.0,0.0,0.0,0.0
PGLYRP4,0.02,0.318,0.015,0.016,0.009
RBM4,1.0,1.0,1.0,1.0,1.0
DENND2C,0.1,0.243,0.01,0.016,0.075
MYO9B,1.0,1.0,1.0,1.0,1.0
ZC3H4,1.0,1.0,1.0,1.0,1.0
CBARP,0.16,0.14,0.131,0.131,0.113
MOB1A,1.0,1.0,1.0,1.0,1.0
ZFP28,0.78,0.916,0.864,0.779,0.981
P3H3,1.0,1.0,1.0,0.975,1.0
ANKRD61,0.0,0.009,0.005,0.0,0.009
MUC1,1.0,1.0,1.0,0.992,1.0
FBLN7,0.94,0.953,0.995,0.992,1.0
EPB41L4B,1.0,0.991,0.985,0.992,1.0
ACE2,0.32,0.336,0.005,0.033,0.009
LRPAP1,1.0,1.0,1.0,1.0,1.0
SP6,0.98,0.841,0.793,0.787,0.896
PTPRCAP,0.9,0.897,0.803,0.811,0.972
IL9,0.0,0.0,0.0,0.0,0.0
FAM184A,0.44,0.841,0.5,0.598,0.613
BRCA2,0.96,0.85,0.707,0.877,0.575
VIPR1,1.0,0.72,1.0,0.984,1.0
P2RY12,0.06,0.131,0.227,0.066,0.415
SPTSSA,1.0,1.0,1.0,1.0,1.0
RASSF2,1.0,0.963,0.995,0.992,1.0
AGO4,0.98,1.0,1.0,0.992,1.0
SAAL1,1.0,1.0,1.0,1.0,1.0
SETD7,1.0,1.0,1.0,1.0,1.0
MEF2B,0.28,0.346,0.106,0.107,0.321
CNIH2,0.92,0.907,0.848,0.943,0.868
FURIN,1.0,1.0,1.0,1.0,1.0
FPR3,1.0,0.981,0.98,0.975,0.991
BCS1L,1.0,1.0,1.0,1.0,1.0
SLBP,1.0,1.0,1.0,1.0,1.0
GNL3,1.0,1.0,1.0,1.0,1.0
GAS2L3,0.92,0.981,0.833,0.992,0.755
LRRC75A,0.46,0.318,0.551,0.582,0.66
RPA3,1.0,1.0,1.0,1.0,1.0
FKTN,1.0,0.981,1.0,1.0,1.0
SALL1,0.08,0.019,0.136,0.082,0.038
CA4,0.08,0.065,0.116,0.033,0.302
XXYLT1,1.0,1.0,1.0,1.0,1.0
FREM2,0.06,0.159,0.167,0.098,0.057
GTPBP2,1.0,1.0,1.0,1.0,1.0
RNASEH2B,1.0,1.0,1.0,1.0,1.0
STRN4,1.0,1.0,1.0,1.0,1.0
TMPRSS3,0.68,0.935,0.889,0.68,0.972
KLF16,0.98,1.0,0.995,0.984,1.0
ARSE,0.34,0.673,0.662,0.385,0.594
TSPAN3,1.0,1.0,1.0,1.0,1.0
ADNP2,1.0,1.0,1.0,1.0,1.0
SLC9A7,1.0,0.991,0.995,0.959,0.991
NLRP1,1.0,0.963,0.98,0.951,1.0
ZNF662,0.46,0.729,0.662,0.434,0.802
PARP16,1.0,1.0,1.0,1.0,1.0
CEP41,1.0,0.991,1.0,0.992,1.0
ZCCHC8,1.0,1.0,1.0,1.0,1.0
GLYCTK,0.86,0.822,0.929,0.82,0.972
FAM166B,0.2,0.187,0.222,0.18,0.283
CRTAP,1.0,1.0,1.0,1.0,1.0
SPATA18,0.44,0.551,0.894,0.557,0.868
SIRT4,0.76,0.523,0.54,0.533,0.5
LRP1,1.0,1.0,1.0,1.0,1.0
THUMPD1,1.0,1.0,1.0,1.0,1.0
DDR2,1.0,0.963,0.995,0.975,1.0
SUSD1,1.0,0.991,1.0,0.992,1.0
CFAP73,0.04,0.028,0.051,0.016,0.038
FUT8,1.0,1.0,1.0,1.0,1.0
SLC25A5,1.0,1.0,1.0,1.0,1.0
KLK7,0.3,0.729,0.414,0.074,0.472
OR2W5,0.0,0.0,0.0,0.0,0.0
ADAM8,1.0,0.991,0.985,0.967,0.953
BSN,0.02,0.0,0.025,0.082,0.019
CYS1,0.82,0.477,0.823,0.689,0.868
KLHL9,1.0,0.991,0.995,1.0,1.0
CLIP3,1.0,0.991,0.99,0.992,1.0
ENO1,1.0,1.0,1.0,1.0,1.0
CCDC18,0.9,0.991,0.833,0.959,0.877
DGKQ,0.96,0.981,1.0,1.0,1.0
LNPK,1.0,1.0,1.0,1.0,1.0
HMGCS2,0.68,0.112,0.646,0.549,0.858
KMT2E,0.98,1.0,1.0,1.0,1.0
PDK1,1.0,1.0,0.995,0.992,1.0
C6orf141,0.66,0.86,0.823,0.861,0.764
ASAP3,1.0,1.0,1.0,1.0,1.0
ATP8B2,1.0,0.981,1.0,0.992,1.0
MFHAS1,1.0,1.0,0.98,0.975,1.0
KLF4,1.0,0.953,1.0,0.992,1.0
FBXL22,0.36,0.271,0.323,0.262,0.462
NMRK1,1.0,1.0,1.0,1.0,1.0
COX8C,0.02,0.0,0.0,0.008,0.0
KRT33B,0.0,0.028,0.005,0.0,0.0
OR1S1,0.0,0.0,0.0,0.0,0.0
KCNA5,0.0,0.009,0.0,0.0,0.009
G6PC2,0.0,0.0,0.0,0.008,0.0
DACH2,0.0,0.009,0.005,0.008,0.009
MOCOS,0.7,1.0,0.934,0.975,0.925
CHMP1A,1.0,1.0,1.0,1.0,1.0
HTR1D,0.16,0.131,0.066,0.09,0.094
LTK,0.06,0.065,0.015,0.025,0.019
USP17L25,0.0,0.0,0.0,0.0,0.0
GANAB,1.0,1.0,1.0,1.0,1.0
PPP1R12A,1.0,1.0,1.0,1.0,1.0
MORC2,1.0,1.0,1.0,1.0,1.0
CLMP,0.96,0.963,0.995,0.951,0.991
TREM1,0.9,0.953,0.808,0.779,0.585
ARNTL,1.0,0.991,1.0,1.0,1.0
DGKE,0.4,0.579,0.833,0.82,0.755
EPHA7,0.08,0.224,0.03,0.123,0.009
SRRM2,1.0,1.0,1.0,1.0,1.0
SENP1,0.98,1.0,1.0,1.0,1.0
RAD18,1.0,1.0,1.0,1.0,1.0
MTMR12,1.0,1.0,1.0,1.0,1.0
IFITM1,1.0,1.0,1.0,1.0,1.0
LGALS8,1.0,1.0,1.0,1.0,1.0
IRF2BPL,1.0,1.0,1.0,1.0,1.0
GLT8D2,1.0,0.981,0.995,0.975,1.0
TMEM182,0.86,0.991,0.929,0.951,0.943
OR13F1,0.0,0.0,0.0,0.0,0.0
ZCCHC12,0.0,0.009,0.005,0.0,0.009
PC,1.0,1.0,1.0,1.0,1.0
MRFAP1L1,1.0,1.0,1.0,1.0,1.0
FOXG1,0.0,0.093,0.0,0.0,0.0
DCAF13,1.0,1.0,1.0,1.0,1.0
IGFN1,0.0,0.0,0.005,0.0,0.057
FKBP10,1.0,1.0,1.0,1.0,1.0
NEMP1,1.0,1.0,1.0,1.0,1.0
CAMKK1,0.98,0.907,0.98,0.959,0.991
FOXN3,1.0,1.0,1.0,1.0,1.0
BTF3L4,1.0,1.0,1.0,1.0,1.0
TIAF1,0.14,0.093,0.015,0.041,0.075
C1QTNF4,0.0,0.009,0.01,0.0,0.085
TRNP1,0.7,0.972,0.924,0.762,0.915
NAALADL2,0.98,0.841,0.995,0.943,0.972
ADAMTS12,1.0,0.916,0.99,0.959,0.962
SLC22A15,0.4,0.327,0.702,0.705,0.585
PROC,0.32,0.093,0.253,0.164,0.358
OR4A15,0.0,0.0,0.0,0.0,0.0
NDUFA9,1.0,1.0,1.0,1.0,1.0
RRP9,1.0,1.0,0.995,1.0,1.0
CBX1,1.0,1.0,1.0,1.0,1.0
PLOD3,1.0,1.0,1.0,1.0,1.0
ILF3,1.0,1.0,1.0,1.0,1.0
CAMKK2,1.0,1.0,1.0,1.0,1.0
PLAGL2,1.0,1.0,0.995,1.0,1.0
WSCD2,0.04,0.056,0.056,0.107,0.019
INPP4A,0.98,1.0,1.0,1.0,1.0
BCL11A,0.46,0.981,0.333,0.148,0.66
DNAJC28,0.62,0.299,0.535,0.549,0.519
CHEK2,1.0,1.0,1.0,0.992,1.0
SMAD6,0.9,0.748,0.783,0.713,0.962
TCAF1,1.0,1.0,1.0,1.0,1.0
AIPL1,0.0,0.019,0.0,0.0,0.0
ASIC1,0.5,0.617,0.49,0.672,0.557
MIGA2,1.0,1.0,1.0,0.992,1.0
KRTAP12-3,0.0,0.0,0.0,0.0,0.0
CCDC51,1.0,1.0,1.0,1.0,1.0
RRAGD,0.98,1.0,0.985,0.984,0.953
ATRIP,1.0,1.0,1.0,1.0,1.0
S100A6,1.0,1.0,1.0,1.0,1.0
TNNI1,0.08,0.028,0.01,0.057,0.066
KRTAP23-1,0.0,0.0,0.0,0.0,0.0
LIPE,0.94,0.822,0.99,0.975,1.0
WNT16,0.0,0.0,0.0,0.008,0.009
HGS,1.0,1.0,1.0,1.0,1.0
OR8J3,0.0,0.0,0.0,0.0,0.0
PVRIG,0.44,0.458,0.242,0.295,0.594
PCGF5,1.0,1.0,1.0,1.0,1.0
UBE2Q1,1.0,1.0,1.0,1.0,1.0
ATP10A,0.88,0.813,0.929,0.828,0.925
S100G,0.0,0.009,0.167,0.221,0.066
TMPRSS4,0.6,0.355,0.434,0.484,0.283
ODF3,0.0,0.0,0.0,0.0,0.0
IDNK,0.98,0.972,1.0,1.0,1.0
BSND,0.0,0.0,0.0,0.0,0.0
MRPS16,1.0,1.0,1.0,1.0,1.0
FABP7,0.46,0.822,0.197,0.033,0.358
SMIM10L1,1.0,1.0,1.0,1.0,1.0
PPIH,1.0,1.0,1.0,1.0,1.0
S100A3,0.38,0.664,0.308,0.164,0.425
TBX1,0.7,0.626,0.616,0.762,0.745
P2RX2,0.18,0.093,0.101,0.148,0.038
KATNA1,1.0,1.0,1.0,1.0,1.0
PPFIBP2,1.0,1.0,1.0,1.0,1.0
KLF14,0.0,0.075,0.005,0.0,0.0
F11R,1.0,1.0,1.0,1.0,1.0
GUCY2F,0.0,0.0,0.0,0.0,0.0
IZUMO1,0.0,0.0,0.0,0.0,0.009
SDR39U1,1.0,1.0,1.0,1.0,1.0
TJP2,1.0,1.0,1.0,1.0,1.0
NPR3,0.48,0.766,0.53,0.426,0.651
MYOZ2,0.02,0.0,0.0,0.0,0.009
SLC7A1,1.0,1.0,1.0,0.992,1.0
DNAAF3,0.88,0.29,0.939,0.885,0.925
EYA4,0.02,0.028,0.035,0.049,0.028
NUP210,1.0,1.0,1.0,1.0,1.0
DLGAP5,1.0,1.0,0.949,1.0,0.849
TYSND1,1.0,1.0,1.0,1.0,1.0
MOB3A,1.0,1.0,1.0,1.0,1.0
ZDHHC1,0.98,1.0,0.995,1.0,1.0
ZNF280A,0.0,0.028,0.0,0.0,0.0
FGF20,0.0,0.009,0.0,0.0,0.019
FUS,1.0,1.0,1.0,1.0,1.0
CHAT,0.0,0.0,0.0,0.0,0.0
MTX3,0.98,0.981,0.995,0.992,1.0
EXTL1,0.14,0.402,0.258,0.189,0.208
MRGPRG,0.0,0.0,0.0,0.0,0.0
RHOXF2B,0.02,0.0,0.0,0.008,0.009
SHROOM2,0.88,0.832,0.97,0.943,0.953
IFITM2,1.0,1.0,1.0,1.0,1.0
GALR3,0.0,0.0,0.0,0.0,0.0
CSNK1E,1.0,1.0,1.0,1.0,1.0
PSTPIP1,0.84,0.907,0.843,0.787,0.943
CHRNA2,0.06,0.0,0.015,0.0,0.019
RCC1,1.0,1.0,1.0,1.0,1.0
RNF125,0.66,0.626,0.854,0.697,0.981
ZKSCAN3,0.88,0.822,0.97,0.967,0.991
RHOJ,0.96,0.869,0.99,0.959,1.0
C9orf152,1.0,0.318,0.975,0.943,0.981
ODF2L,1.0,1.0,1.0,1.0,1.0
CTSW,0.84,0.832,0.702,0.713,0.915
LANCL2,1.0,1.0,1.0,1.0,1.0
CRIM1,0.98,1.0,1.0,0.992,1.0
SEPT6,1.0,1.0,1.0,1.0,1.0
LPIN2,1.0,1.0,1.0,1.0,1.0
IL17RC,1.0,1.0,1.0,1.0,1.0
LPAR2,1.0,1.0,1.0,1.0,1.0
PTPN18,1.0,1.0,1.0,1.0,1.0
OR1J1,0.0,0.009,0.0,0.0,0.0
C1orf105,0.04,0.131,0.005,0.0,0.0
TEKT2,0.22,0.093,0.384,0.295,0.396
PDIA4,1.0,1.0,1.0,1.0,1.0
PPFIA3,1.0,0.981,0.995,1.0,0.991
ESYT1,1.0,1.0,1.0,1.0,1.0
PTH,0.0,0.0,0.005,0.0,0.0
PIK3R3,1.0,1.0,1.0,1.0,1.0
HRASLS2,0.94,0.224,0.904,0.893,0.896
MS4A4E,0.0,0.0,0.005,0.0,0.057
TCF7L1,1.0,1.0,0.98,0.951,1.0
POU2F2,0.84,0.748,0.586,0.508,0.811
JSRP1,0.48,0.383,0.167,0.18,0.358
C1QTNF9,0.0,0.0,0.005,0.0,0.019
FHIT,0.96,0.981,1.0,0.992,1.0
RAB3GAP2,1.0,1.0,1.0,1.0,1.0
CTAGE1,0.0,0.0,0.0,0.0,0.0
MICALCL,0.7,0.14,0.793,0.672,0.811
GAD1,0.1,0.075,0.237,0.18,0.123
ATP5F1,1.0,1.0,1.0,1.0,1.0
CTSC,1.0,1.0,1.0,1.0,1.0
CASS4,0.22,0.308,0.167,0.18,0.462
HOXA1,0.04,0.28,0.0,0.0,0.009
MTIF2,1.0,1.0,1.0,1.0,1.0
TEPSIN,1.0,1.0,0.995,1.0,1.0
KRBA1,0.92,1.0,0.98,0.934,1.0
EGFL8,0.94,0.963,0.985,0.992,1.0
DDT,1.0,1.0,1.0,1.0,1.0
CDH7,0.06,0.019,0.111,0.197,0.094
SMG6,1.0,1.0,1.0,1.0,1.0
TAAR3,0.0,0.0,0.0,0.0,0.0
YARS,1.0,1.0,1.0,1.0,1.0
CUL1,1.0,1.0,1.0,1.0,1.0
TRNT1,1.0,1.0,1.0,1.0,1.0
SPCS1,1.0,1.0,1.0,1.0,1.0
UBE3A,1.0,1.0,1.0,1.0,1.0
SIRT2,1.0,1.0,1.0,1.0,1.0
TOR1A,1.0,1.0,1.0,1.0,1.0
ITIH5,0.7,0.72,0.899,0.656,1.0
KIN,1.0,1.0,1.0,1.0,1.0
DEFB136,0.0,0.0,0.0,0.0,0.0
ADGRL2,1.0,0.991,1.0,0.992,1.0
SMURF1,1.0,1.0,1.0,1.0,1.0
PHC2,1.0,1.0,1.0,1.0,1.0
GORASP2,1.0,1.0,1.0,1.0,1.0
CBWD3,1.0,1.0,1.0,1.0,1.0
RELB,1.0,1.0,1.0,0.992,1.0
RACGAP1,1.0,1.0,1.0,1.0,1.0
NAT14,1.0,1.0,1.0,1.0,1.0
OR51A2,0.0,0.0,0.0,0.0,0.0
VN1R2,0.0,0.0,0.0,0.0,0.0
GPAM,1.0,0.935,1.0,0.984,1.0
F2RL3,0.6,0.364,0.419,0.279,0.642
ATG2B,0.98,0.944,0.995,1.0,1.0
ILDR2,0.06,0.065,0.02,0.016,0.009
DNLZ,1.0,1.0,1.0,1.0,1.0
ACVR1C,0.04,0.056,0.066,0.008,0.151
FBXO39,0.1,0.019,0.02,0.033,0.019
MYOC,0.0,0.019,0.02,0.016,0.047
C2orf66,0.0,0.009,0.0,0.0,0.0
ADAD2,0.02,0.019,0.0,0.0,0.028
GPCPD1,1.0,1.0,1.0,1.0,1.0
ITIH2,0.04,0.0,0.071,0.041,0.094
POU5F2,0.0,0.009,0.01,0.0,0.009
PSG8,0.0,0.0,0.0,0.0,0.0
FCGBP,0.26,0.607,0.732,0.377,0.745
